Epoch,Base,BatchNorm,GreyWorld,GreyEdge,WhitePatch,FC4
45,1.36819E-05,0.186504632,2.2408E-05,0.050847944,7.4501E-05,0.023432989
46,1.21913E-05,0.005651344,0.029896237,0.000873932,3.22533E-05,0.00018307
47,5.19088E-05,0.022550723,0.001129763,0.006140163,3.85719E-05,0.001437126
48,2.14912E-05,0.000911873,5.61786E-05,0.015912963,3.56111E-05,0.05205835
49,1.11037E-05,0.061371136,0.00014054,0.007394565,7.89513E-06,0.000496693
50,1.03751E-05,0.001797146,3.09245E-05,0.000371111,1.10155E-05,0.000272992
51,2.78284E-05,0.000198057,3.63045E-05,1.69362E-05,1.72425E-05,0.000194741
52,2.72047E-05,0.031356115,5.43665E-05,0.000926819,1.28924E-05,0.000109824
53,1.3257E-05,0.000554199,1.97735E-05,3.50813E-05,7.29322E-05,0.000182374
54,8.33848E-06,3.31369E-05,2.89999E-05,3.35222E-05,2.03966E-05,0.050847374
55,1.1624E-05,0.054995738,2.76441E-05,0.054369096,1.52681E-05,0.001417535
56,9.1766E-06,0.050558999,1.81418E-05,0.001106687,1.03611E-05,0.018079385
57,7.38083E-06,0.000826183,9.61368E-06,0.008295359,1.57618E-05,0.001521755
58,2.63796E-05,0.000175537,1.44806E-05,0.005587273,4.78581E-06,0.000750545
59,7.03248E-06,0.000202933,1.00709E-05,5.61965E-05,3.61864E-05,0.030776927
60,8.41203E-06,2.849E-05,8.37563E-06,0.000530893,1.85558E-05,0.002780986
61,5.61435E-06,2.14312E-05,7.30274E-06,6.97091E-05,9.67629E-06,0.000189356
62,5.14811E-06,0.073649034,1.00413E-05,1.44102E-05,1.03235E-05,0.000261236
63,6.91154E-06,0.002340673,5.99058E-06,3.20577E-05,1.18006E-05,0.008120356
64,5.48817E-06,0.010791959,5.92505E-05,8.14581E-06,9.6971E-06,0.003922604
65,8.62458E-05,0.000272212,8.96193E-06,4.66556E-06,9.99384E-06,6.38264E-05
66,7.31047E-05,0.000975202,1.2672E-05,6.61052E-06,7.29277E-06,4.72884E-05
67,2.48846E-05,0.000273891,8.79889E-05,1.12328E-05,6.11536E-06,1.6997E-05
68,2.4808E-05,0.000598309,3.64478E-05,0.000130994,6.62924E-06,6.82741E-06
69,1.26032E-05,3.14282E-05,1.57641E-05,0.045044743,2.92012E-06,1.6265E-05
70,6.76018E-06,8.54163E-06,1.78325E-05,0.000225303,0.01964815,1.48444E-05
71,4.28831E-06,6.59565E-05,9.26061E-06,0.000125399,0.001679217,9.94337E-06
72,1.98798E-05,5.03237E-06,7.53065E-06,2.41704E-05,3.5312E-05,3.67996E-06
73,1.23058E-05,0.000174106,1.18155E-05,5.91455E-05,6.39715E-05,1.16593E-05
74,5.80715E-06,6.31153E-05,4.51216E-06,2.14311E-05,4.05814E-05,1.26281E-05
75,3.98638E-06,3.6141E-06,0.002440319,1.09032E-05,1.94488E-05,1.82122E-05
76,7.81258E-06,1.64324E-05,0.0005534,0.000161261,1.78132E-05,2.33651E-05
77,4.50189E-06,0.00030034,8.19978E-05,3.9271E-05,7.96923E-05,2.58295E-05
78,1.82497E-05,0.000192231,0.000263366,1.41761E-05,5.77838E-05,2.44613E-05
79,4.24627E-06,5.72106E-05,4.70594E-05,4.91422E-06,0.014321316,8.71163E-06
80,2.87099E-06,8.28863E-05,1.90159E-05,5.51011E-06,0.034265704,7.72713E-06
81,2.84844E-06,9.86823E-06,0.081675917,1.00104E-05,0.000215477,8.25845E-06
82,4.11095E-06,1.63161E-05,0.029702669,3.34382E-05,2.73744E-05,3.66844E-06
83,4.84545E-06,8.45277E-06,0.000230555,0.000106361,4.55603E-05,1.65133E-06
84,7.98802E-06,3.82297E-06,6.06058E-05,8.06071E-06,2.2002E-05,2.45951E-06
85,3.73624E-06,1.31555E-05,5.31504E-05,7.517E-06,2.55435E-05,1.71846E-06
86,4.12485E-06,1.55885E-05,3.96724E-05,8.78819E-06,1.3512E-05,7.1722E-06
87,2.764E-06,5.04494E-06,2.10663E-05,1.69658E-05,3.59E-05,2.66485E-06
88,3.03375E-06,1.09412E-05,1.75694E-05,3.80247E-06,1.69315E-05,1.60875E-06
89,1.61664E-06,1.94167E-06,2.93793E-05,9.46357E-06,4.05058E-05,2.29627E-06
90,4.37669E-06,6.16301E-06,7.03677E-05,0.014810382,0.00011839,1.5367E-06
91,4.84097E-06,1.05955E-05,0.000494653,0.032373268,0.041048747,1.94824E-06
92,9.73503E-06,1.13316E-06,2.85097E-05,0.000172226,0.000634672,6.2483E-06
93,1.20416E-05,2.92766E-06,3.29291E-05,8.37637E-05,9.54972E-05,1.6764E-06
94,2.35682E-06,1.17068E-06,2.21941E-05,2.97009E-05,6.40649E-05,2.07589E-06
95,3.70711E-06,3.22651E-06,1.0199E-05,1.48324E-05,7.23927E-05,5.36894E-06
96,6.37973E-06,6.99816E-07,1.52702E-05,2.5165E-05,2.29491E-05,4.49419E-06
97,3.33465E-06,8.4566E-07,7.80332E-06,1.32574E-05,7.12259E-05,7.8605E-07
98,2.15149E-06,2.03188E-06,5.33635E-05,3.00392E-05,4.31528E-05,2.56741E-06
99,2.07836E-06,6.33205E-07,0.084561549,1.46238E-05,1.73433E-05,1.21836E-06
100,2.66509E-06,2.29173E-06,0.00034469,6.91497E-06,3.1031E-05,2.52467E-06
