Epoch,Base,BatchNorm,GreyWorld,GreyEdge,WhitePatch,FC4
1,0.004901961,0.007843138,0.005882353,0.003921569,0.002941177,0.009803922
2,0.010784314,0.00882353,0.010784314,0.009803922,0.006862745,0.00882353
3,0.018627452,0.023529412,0.009803922,0.011764706,0.009803922,0.020588236
4,0.019607844,0.026470589,0.019607844,0.02254902,0.005882353,0.010784314
5,0.014705882,0.042156864,0.019607844,0.021568628,0.011764706,0.020588236
6,0.023529412,0.046078432,0.020588236,0.015686275,0.006862745,0.023529412
7,0.019607844,0.059803922,0.02254902,0.016666668,0.00882353,0.029411765
8,0.02254902,0.082352944,0.027450981,0.020588236,0.015686275,0.028431373
9,0.037254903,0.10882353,0.044117648,0.01372549,0.033333335,0.032352943
10,0.024509804,0.099019609,0.048039217,0.027450981,0.026470589,0.04509804
11,0.046078432,0.120588236,0.046078432,0.02254902,0.034313727,0.042156864
12,0.048039217,0.13333334,0.05882353,0.020588236,0.034313727,0.050980393
13,0.056862745,0.157843143,0.068627454,0.028431373,0.027450981,0.04509804
14,0.070588239,0.176470593,0.077450983,0.024509804,0.034313727,0.059803922
15,0.068627454,0.196078435,0.072549023,0.043137256,0.043137256,0.073529415
16,0.068627454,0.183333337,0.084313728,0.042156864,0.050980393,0.071568631
17,0.077450983,0.191176474,0.096078433,0.047058824,0.063725494,0.077450983
18,0.102941178,0.227450982,0.104901962,0.059803922,0.062745102,0.095098041
19,0.124509804,0.228431374,0.119607843,0.056862745,0.052941177,0.105882354
20,0.119607843,0.232352942,0.109803922,0.077450983,0.089215688,0.114705883
21,0.132352948,0.262745112,0.150980398,0.070588239,0.08529412,0.132352948
22,0.153921574,0.274509817,0.144117653,0.097058825,0.098039217,0.15196079
23,0.152941182,0.312745094,0.155882359,0.106862746,0.100000001,0.145098045
24,0.174509808,0.30392158,0.158823535,0.100000001,0.125490203,0.149019614
25,0.181372553,0.311764717,0.18921569,0.104901962,0.124509804,0.181372553
26,0.186274514,0.336274505,0.186274514,0.127450988,0.130392164,0.180392161
27,0.209803924,0.337254912,0.171568632,0.135294124,0.156862751,0.190196082
28,0.18921569,0.368627459,0.209803924,0.12843138,0.141176477,0.22647059
29,0.211764708,0.366666675,0.20784314,0.141176477,0.176470593,0.192156866
30,0.214705884,0.362745106,0.233333334,0.131372556,0.168627456,0.243137255
31,0.232352942,0.379411757,0.220588237,0.167647064,0.180392161,0.206862748
32,0.250980407,0.397058815,0.221568629,0.175490201,0.188235298,0.221568629
33,0.25686276,0.395098031,0.229411766,0.167647064,0.197058827,0.24509804
34,0.243137255,0.421568632,0.247058824,0.186274514,0.241176471,0.234313726
35,0.264705896,0.426470578,0.254901975,0.197058827,0.218627453,0.254901975
36,0.268627465,0.433333337,0.295098037,0.185294122,0.253921568,0.274509817
37,0.278431386,0.435294122,0.290196091,0.200000003,0.252941191,0.294117659
38,0.301960796,0.477450967,0.300980389,0.222549021,0.255882353,0.305882365
39,0.314705878,0.46960783,0.300000012,0.225490198,0.279411763,0.286274523
40,0.316666663,0.473529398,0.311764717,0.234313726,0.263725489,0.323529422
41,0.333333343,0.468627453,0.325490206,0.233333334,0.294117659,0.30392158
42,0.332352936,0.508823514,0.34117648,0.242156863,0.288235307,0.330392152
43,0.346078426,0.498039216,0.340196073,0.25686276,0.319607854,0.34803921
44,0.363725483,0.503921568,0.340196073,0.300000012,0.306862742,0.337254912
45,0.36470589,0.533333361,0.353921562,0.285294116,0.324509799,0.349019617
46,0.363725483,0.543137252,0.336274505,0.283333331,0.322549015,0.339215696
47,0.365686268,0.543137252,0.377450973,0.2872549,0.330392152,0.373529404
48,0.388235301,0.554901958,0.376470596,0.282352954,0.349019617,0.369607836
49,0.399019599,0.555882335,0.393137246,0.323529422,0.342156857,0.393137246
50,0.403921574,0.566666663,0.406862736,0.308823526,0.375490189,0.397058815
51,0.383333325,0.56764704,0.402941167,0.326470584,0.37843138,0.391176462
52,0.424509794,0.592156887,0.411764711,0.343137264,0.393137246,0.392156869
53,0.414705873,0.590196073,0.435294122,0.339215696,0.38529411,0.427450985
54,0.443137258,0.599019587,0.420588225,0.349999994,0.38529411,0.43235293
55,0.438235283,0.600980401,0.422549009,0.34803921,0.413725495,0.420588225
56,0.47647059,0.613725483,0.461764693,0.368627459,0.420588225,0.455882341
57,0.449999988,0.609803915,0.451960772,0.357843131,0.436274499,0.459803909
58,0.447058827,0.629411757,0.454901963,0.389215678,0.43921569,0.456862748
59,0.47647059,0.641176462,0.459803909,0.399019599,0.452941179,0.464705884
60,0.495098025,0.649999976,0.474509805,0.386274517,0.460784316,0.485294104
61,0.480392158,0.635294139,0.471568614,0.382352948,0.425490201,0.456862748
62,0.492156863,0.667647064,0.49313724,0.442156851,0.480392158,0.486274511
63,0.49313724,0.678431392,0.492156863,0.40196079,0.474509805,0.492156863
64,0.511764705,0.68235296,0.500980377,0.422549009,0.500980377,0.492156863
65,0.5,0.660784304,0.483333319,0.442156851,0.499019593,0.508823514
66,0.53725493,0.667647064,0.507843137,0.449999988,0.496078432,0.524509788
67,0.550000012,0.694117665,0.510784328,0.424509794,0.513725519,0.512745082
68,0.521568656,0.684313715,0.518627465,0.433333337,0.509803951,0.529411793
69,0.545098066,0.685294092,0.532352924,0.445098042,0.521568656,0.518627465
70,0.555882335,0.702941179,0.55392158,0.471568614,0.521568656,0.543137252
71,0.554901958,0.740196049,0.549019635,0.465686262,0.53725493,0.576470613
72,0.557843149,0.693137228,0.566666663,0.441176474,0.548039198,0.565686285
73,0.590196073,0.716666639,0.56078434,0.486274511,0.550000012,0.558823526
74,0.546078444,0.700980365,0.548039198,0.484313726,0.536274493,0.559803903
75,0.588235319,0.744117618,0.56764704,0.477450967,0.55392158,0.574509799
76,0.600000024,0.732352912,0.600980401,0.514705896,0.582352936,0.555882335
77,0.613725483,0.750980377,0.573529422,0.496078432,0.565686285,0.574509799
78,0.59803921,0.736274481,0.574509799,0.49313724,0.586274505,0.610784292
79,0.617647052,0.72647059,0.623529434,0.509803951,0.605882347,0.608823538
80,0.624509811,0.742156863,0.617647052,0.551960766,0.603921592,0.610784292
81,0.637254894,0.760784328,0.623529434,0.528431356,0.603921592,0.625490189
82,0.630392134,0.752941191,0.623529434,0.533333361,0.601960778,0.613725483
83,0.642156839,0.749019623,0.623529434,0.543137252,0.610784292,0.662745118
